game_number,date,goal_word,bot_solved,num_guesses,guess1,guess1_state,guess2,guess2_state,guess3,guess3_state,guess4,guess4_state,guess5,guess5_state,guess6,guess6_state
762,2023-07-20,flank,True,5,balky,?yyy?,kraal,y?gyy,clank,?gggg,plank,?gggg,flank,ggggg,,
763,2023-07-21,burly,True,2,balky,g?y?g,burly,ggggg,,,,,,,,
764,2023-07-22,froze,False,6,balky,?????,noire,?y?yg,prose,?gg?g,grove,?gg?g,erode,ygg?g,wrote,?gg?g
765,2023-07-23,whale,True,4,balky,?yy??,alert,yyy??,lease,yyg?g,whale,ggggg,,,,
766,2023-07-24,hobby,True,3,balky,y???g,ebony,?yy?g,hobby,ggggg,,,,,,
767,2023-07-25,wheel,True,6,balky,??y??,liter,y??g?,elves,yy?g?,model,???gg,newel,?yygg,wheel,ggggg
768,2023-07-26,heart,True,4,balky,?y???,irate,?ygyy,tears,yggg?,heart,ggggg,,,,
769,2023-07-27,disco,True,4,balky,?????,noire,?yy??,ditto,gg??g,disco,ggggg,,,,
770,2023-07-28,ethos,True,5,balky,?????,noire,?y??y,octet,y?yyy,pesto,?yyyy,ethos,ggggg,,
771,2023-07-29,curly,True,3,balky,??y?g,coyly,g?ygg,curly,ggggg,,,,,,
772,2023-07-30,bathe,True,5,balky,gg???,barbs,gg?y?,banjo,gg???,batch,ggg?y,bathe,ggggg,,
773,2023-07-31,style,True,3,balky,??y?y,lyres,yy?yy,style,ggggg,,,,,,
774,2023-08-01,tenth,True,5,balky,?????,noire,y???y,tenet,gggyy,tents,gggg?,tenth,ggggg,,
775,2023-08-02,beget,True,4,balky,g????,bocce,g???y,bebug,ggy?y,beget,ggggg,,,,
776,2023-08-03,party,True,2,balky,?g??g,party,ggggg,,,,,,,,
777,2023-08-04,chart,True,3,balky,?y???,irate,?ygy?,chart,ggggg,,,,,,
778,2023-08-05,anode,True,4,balky,?y???,irate,??y?g,amuse,g???g,anode,ggggg,,,,
779,2023-08-06,polyp,True,4,balky,??g?y,yells,y?gy?,nylon,?ygy?,polyp,ggggg,,,,
780,2023-08-07,brook,True,3,balky,g??y?,brick,gg??g,brook,ggggg,,,,,,
781,2023-08-08,bully,True,4,balky,g?g?g,belly,g?ggg,billy,g?ggg,bully,ggggg,,,,
782,2023-08-09,lover,True,3,balky,??y??,liter,g??gg,lover,ggggg,,,,,,
783,2023-08-10,empty,True,4,balky,????g,deity,?y?gg,suety,??ygg,empty,ggggg,,,,
784,2023-08-11,hello,True,4,balky,??g??,cills,??gg?,tulle,??ggy,hello,ggggg,,,,
785,2023-08-12,quick,True,5,balky,???y?,inker,y?y??,skits,?yg??,chick,y?ggg,quick,ggggg,,
786,2023-08-13,wrath,True,5,balky,?y???,irate,?ggg?,grata,?gggy,prats,?ggg?,wrath,ggggg,,
787,2023-08-14,snaky,True,3,balky,?y?gg,peaky,??ggg,snaky,ggggg,,,,,,
788,2023-08-15,index,True,4,balky,?????,noire,y?y?y,inset,gg?g?,index,ggggg,,,,
789,2023-08-16,scrub,True,3,balky,y????,tribe,?y?y?,scrub,ggggg,,,,,,
790,2023-08-17,amiss,True,4,balky,?y???,irate,y?y??,assai,gyyyy,amiss,ggggg,,,,
791,2023-08-18,exact,True,5,balky,?y???,irate,??gyy,meant,?yg?g,epact,g?ggg,exact,ggggg,,
792,2023-08-19,magma,True,5,balky,?g???,carat,?g?y?,panda,?g??g,mamma,ggygg,magma,ggggg,,
793,2023-08-20,quest,True,5,balky,?????,noire,????y,duets,?ggyy,guest,?gggg,quest,ggggg,,
794,2023-08-21,beach,True,5,balky,gy???,board,g?g??,beans,ggg??,beaut,ggg??,beach,ggggg,,
795,2023-08-22,spice,True,5,balky,?????,noire,??g?g,white,??g?g,guise,??gyg,spice,ggggg,,
796,2023-08-23,verve,True,5,balky,?????,noire,???yg,cruse,?y??g,merge,?gg?g,verve,ggggg,,
797,2023-08-24,wordy,True,4,balky,????g,deity,y???g,cordy,?gggg,wordy,ggggg,,,,
798,2023-08-25,ocean,True,4,balky,?y???,irate,??y?y,apnea,y?ygy,ocean,ggggg,,,,
799,2023-08-26,choir,True,5,balky,?????,noire,?yyy?,riots,yyg??,droid,?ygg?,choir,ggggg,,
800,2023-08-27,peace,True,4,balky,?y???,irate,??g?g,cease,ygg?g,peace,ggggg,,,,
801,2023-08-28,write,True,5,balky,?????,noire,??gyg,prise,?gg?g,trite,ygggg,write,ggggg,,
802,2023-08-29,caper,True,4,balky,?g???,carat,ggyy?,caner,gg?gg,caper,ggggg,,,,
803,2023-08-30,audio,True,6,balky,?y???,irate,y?y??,assai,g??yy,anima,g?y?y,aphid,g??gy,audio,ggggg
804,2023-08-31,bride,True,5,balky,g????,bocce,g???g,beige,gyg?g,brine,ggg?g,bride,ggggg,,
805,2023-09-01,space,True,4,balky,?y???,irate,??g?g,cease,yygyg,space,ggggg,,,,
806,2023-09-02,onion,True,4,balky,?????,noire,yyg??,chino,??gyy,onion,ggggg,,,,
807,2023-09-03,await,True,4,balky,?y???,irate,y?gy?,giant,?yg?g,await,ggggg,,,,
808,2023-09-04,giddy,True,4,balky,????g,deity,y?y?g,ridgy,?ggyg,giddy,ggggg,,,,
809,2023-09-05,birch,True,3,balky,g????,bocce,g?yg?,birch,ggggg,,,,,,
810,2023-09-06,gnash,True,4,balky,?y???,irate,??g??,whang,?ygyy,gnash,ggggg,,,,
811,2023-09-07,dwell,True,4,balky,??y??,liter,y??y?,oleos,?yg??,dwell,ggggg,,,,
812,2023-09-08,rouse,True,4,balky,?????,noire,?g?yg,horse,?gygg,rouse,ggggg,,,,
813,2023-09-09,lucky,True,3,balky,??ygg,looky,g??gg,lucky,ggggg,,,,,,
814,2023-09-10,quote,True,5,balky,?????,noire,?y??g,chose,??g?g,emote,y?ggg,quote,ggggg,,
815,2023-09-11,older,True,4,balky,??y??,liter,y??gg,elder,ygggg,older,ggggg,,,,
816,2023-09-12,whisk,True,4,balky,???y?,inker,y?y??,skits,yyg?y,whisk,ggggg,,,,
817,2023-09-13,clear,True,3,balky,?yy??,alert,yggy?,clear,ggggg,,,,,,
818,2023-09-14,rayon,True,4,balky,?g??y,yards,ygy??,payer,?gg?y,rayon,ggggg,,,,
819,2023-09-15,exert,True,4,balky,?????,noire,???gy,jeers,?ygg?,exert,ggggg,,,,
820,2023-09-16,angel,True,3,balky,?yy??,alert,gyy??,angel,ggggg,,,,,,
821,2023-09-17,music,True,4,balky,?????,noire,??y??,tutti,?g??y,music,ggggg,,,,
822,2023-09-18,frank,False,6,balky,?y?y?,asker,y?y?y,krona,yg?gy,crank,?gggg,drank,?gggg,prank,?gggg
823,2023-09-19,close,True,4,balky,??y??,liter,y??y?,oleos,ygyyy,close,ggggg,,,,
824,2023-09-20,snare,True,4,balky,?y???,irate,?yg?g,share,g?ggg,snare,ggggg,,,,
825,2023-09-21,stone,True,4,balky,?????,noire,yy??g,ozone,y?ggg,stone,ggggg,,,,
826,2023-09-22,brush,True,4,balky,g????,bocce,g????,brigs,gg??y,brush,ggggg,,,,
827,2023-09-23,carol,True,2,balky,?gy??,carol,ggggg,,,,,,,,
828,2023-09-24,right,True,4,balky,?????,noire,??yy?,dirts,?gyy?,right,ggggg,,,,
829,2023-09-25,rocky,True,3,balky,???gg,cocky,ygggg,rocky,ggggg,,,,,,
830,2023-09-26,loyal,True,3,balky,?yy?y,royal,?gggg,loyal,ggggg,,,,,,
831,2023-09-27,smile,True,5,balky,??y??,liter,yy?y?,elide,yyg?g,chile,??ggg,smile,ggggg,,
832,2023-09-28,coach,True,4,balky,?y???,irate,??g??,whang,?yg??,coach,ggggg,,,,
833,2023-09-29,azure,True,4,balky,?y???,irate,?yy?g,adore,g??gg,azure,ggggg,,,,
834,2023-09-30,daddy,True,4,balky,?g??g,party,?g??g,candy,?g?gg,daddy,ggggg,,,,
835,2023-10-01,beret,True,4,balky,g????,bocce,g???y,bebug,ggy??,beret,ggggg,,,,
836,2023-10-02,merry,True,3,balky,????g,deity,?g??g,merry,ggggg,,,,,,
837,2023-10-03,while,True,5,balky,??y??,liter,yy?y?,elide,yyg?g,chile,?gggg,while,ggggg,,
838,2023-10-04,spurt,True,4,balky,?????,noire,???g?,spurs,ggggy,spurt,ggggg,,,,
839,2023-10-05,bunch,True,5,balky,g????,bocce,g?yg?,birch,g??gg,butch,gg?gg,bunch,ggggg,,
840,2023-10-06,chime,True,5,balky,?????,noire,??g?g,white,?gg?g,chide,ggg?g,chime,ggggg,,
841,2023-10-07,viola,True,4,balky,?yy??,alert,yy???,snail,??yyy,viola,ggggg,,,,
842,2023-10-08,binge,True,4,balky,g????,bocce,g???g,beige,gyygg,binge,ggggg,,,,
843,2023-10-09,truth,True,4,balky,?????,noire,???y?,strut,?yyyy,truth,ggggg,,,,
844,2023-10-10,snail,True,3,balky,?yy??,alert,yy???,snail,ggggg,,,,,,
845,2023-10-11,skunk,True,5,balky,???y?,inker,?yy??,stunk,g?ggg,spunk,g?ggg,skunk,ggggg,,
846,2023-10-12,knelt,True,4,balky,??yy?,liker,y?yy?,keels,gygg?,knelt,ggggg,,,,
847,2023-10-13,uncle,True,4,balky,??y??,liter,y??y?,oleos,?yy??,uncle,ggggg,,,,
848,2023-10-14,agent,True,4,balky,?y???,irate,??yyy,anent,gyggg,agent,ggggg,,,,
849,2023-10-15,leaky,True,2,balky,?yygg,leaky,ggggg,,,,,,,,
850,2023-10-16,graph,True,5,balky,?y???,irate,?gg??,grand,ggg??,grass,ggg??,graph,ggggg,,
851,2023-10-17,adult,True,4,balky,?yy??,alert,gy??g,atilt,gy?gg,adult,ggggg,,,,
852,2023-10-18,mercy,True,4,balky,????g,deity,?g??g,merry,gggyg,mercy,ggggg,,,,
853,2023-10-19,splat,True,5,balky,?yg??,villa,??gyy,colas,??ggy,selah,g?gg?,splat,ggggg,,
854,2023-10-20,occur,True,5,balky,?????,noire,?y?y?,trots,?yy??,rumor,yy?yg,occur,ggggg,,
855,2023-10-21,smirk,True,4,balky,???y?,inker,y?y?y,skirt,gygg?,smirk,ggggg,,,,
856,2023-10-22,given,True,5,balky,?????,noire,y?y?y,inset,yy?g?,dined,?gyg?,given,ggggg,,
857,2023-10-23,tempo,True,5,balky,?????,noire,?y??y,octet,y?yyy,pesto,yg?yg,tempo,ggggg,,
858,2023-10-24,cause,True,4,balky,?g???,carat,gg?y?,caned,gg?y?,cause,ggggg,,,,
859,2023-10-25,retry,True,3,balky,????g,deity,?g?yg,retry,ggggg,,,,,,
860,2023-10-26,pique,False,6,balky,?????,noire,??y?g,midge,?g??g,sieve,?gy?g,tithe,?g??g,pixie,gg?yg
861,2023-10-27,noble,True,3,balky,y?y??,rebel,?ygyy,noble,ggggg,,,,,,
862,2023-10-28,mason,True,4,balky,?g???,carat,?g?y?,panda,?gy?y,mason,ggggg,,,,
863,2023-10-29,phony,True,4,balky,????g,deity,????g,corny,?y?gg,phony,ggggg,,,,
864,2023-10-30,grail,True,4,balky,?yy??,alert,yy?y?,liras,yyyy?,grail,ggggg,,,,
865,2023-10-31,bleak,True,2,balky,gyyy?,bleak,ggggg,,,,,,,,
866,2023-11-01,noise,True,3,balky,?????,noire,ggg?g,noise,ggggg,,,,,,
867,2023-11-02,until,True,3,balky,??y??,liter,yyg??,until,ggggg,,,,,,
868,2023-11-03,ardor,True,4,balky,?y???,irate,?gy??,groan,?gyy?,ardor,ggggg,,,,
869,2023-11-04,mania,True,4,balky,?g???,carat,?g?y?,panda,?gg?g,mania,ggggg,,,,
870,2023-11-05,flare,True,4,balky,?yy??,alert,ygyg?,glare,?gggg,flare,ggggg,,,,
871,2023-11-06,trade,True,4,balky,?y???,irate,?ggyg,trace,ggg?g,trade,ggggg,,,,
872,2023-11-07,limit,True,5,balky,??y??,liter,ggy??,lints,gg?y?,licit,gg?gg,limit,ggggg,,
873,2023-11-08,ninja,True,5,balky,?y???,irate,y?y??,assai,y??yy,anima,yyy?g,ninja,ggggg,,
874,2023-11-09,glaze,True,6,balky,?yy??,alert,ygy??,flame,?gg?g,plane,?gg?g,glade,ggg?g,glaze,ggggg
875,2023-11-10,leash,True,4,balky,?yy??,alert,yyy??,lease,ggggy,leash,ggggg,,,,
876,2023-11-11,actor,True,4,balky,?y???,irate,?yyy?,attar,gygyg,actor,ggggg,,,,
877,2023-11-12,meant,True,3,balky,?y???,irate,??gyy,meant,ggggg,,,,,,
878,2023-11-13,green,True,6,balky,?????,noire,y??yy,enter,yy?gy,runes,y?yg?,preen,?gggg,green,ggggg
879,2023-11-14,sassy,True,5,balky,?g??g,party,?g??g,candy,?g??g,mashy,?gg?g,sassy,ggggg,,
880,2023-11-15,sight,True,6,balky,?????,noire,??y??,tutti,y?yyy,didst,?g?yg,visit,?gyyg,sight,ggggg
881,2023-11-16,trust,True,4,balky,?????,noire,???y?,strut,yyyyg,trust,ggggg,,,,
882,2023-11-17,tardy,True,4,balky,?g??g,party,?ggyg,tarry,gggyg,tardy,ggggg,,,,
883,2023-11-18,think,True,4,balky,???y?,inker,yyy??,skint,?yggy,think,ggggg,,,,
884,2023-11-19,queue,True,5,balky,?????,noire,????g,geese,?yg?g,theme,??g?g,queue,ggggg,,
885,2023-11-20,candy,True,3,balky,?g??g,party,?g??g,candy,ggggg,,,,,,
886,2023-11-21,piano,True,4,balky,?y???,irate,y?g??,chain,??gyy,piano,ggggg,,,,
887,2023-11-22,pixel,True,4,balky,??y??,liter,yg?g?,gimel,?g?gg,pixel,ggggg,,,,
888,2023-11-23,queen,True,6,balky,?????,noire,y???y,tenet,?yyg?,ended,yy?g?,sheen,??ggg,queen,ggggg
889,2023-11-24,throw,True,5,balky,?????,noire,?y?y?,trots,gyyy?,tutor,g?ygy,throw,ggggg,,
890,2023-11-25,guide,True,5,balky,?????,noire,??g?g,white,??g?g,guise,ggg?g,guide,ggggg,,
891,2023-11-26,solid,True,4,balky,??g??,cills,?ygyy,islet,yyg??,solid,ggggg,,,,
892,2023-11-27,tawny,True,5,balky,?g??g,party,?g?yg,matey,?gy?g,tansy,ggy?g,tawny,ggggg,,
893,2023-11-28,scope,True,4,balky,?????,noire,?y??g,chose,y?gyg,scope,ggggg,,,,
894,2023-11-29,sushi,True,4,balky,?????,noire,??y??,tutti,?g??g,sushi,ggggg,,,,
895,2023-11-30,resin,True,4,balky,?????,noire,y?yyy,inter,yy?yy,resin,ggggg,,,,
896,2023-12-01,taken,True,3,balky,?g?y?,karat,yg?yy,taken,ggggg,,,,,,
897,2023-12-02,genre,True,3,balky,?????,noire,y??gg,genre,ggggg,,,,,,
898,2023-12-03,adapt,True,5,balky,?y???,irate,??gy?,chant,??g?g,toast,y?g?g,adapt,ggggg,,
899,2023-12-04,worst,True,5,balky,?????,noire,?g?y?,cords,?gg?y,torso,ygggy,worst,ggggg,,
900,2023-12-05,young,True,4,balky,????y,eyrie,?y???,toyon,?gyyy,young,ggggg,,,,
901,2023-12-06,woman,True,5,balky,?y???,irate,??y??,annas,yyyg?,nomad,yggg?,woman,ggggg,,
902,2023-12-07,sleep,True,4,balky,??y??,liter,y??g?,elves,yg?gy,sleep,ggggg,,,,
903,2023-12-08,sharp,True,4,balky,?y???,irate,?yg??,chard,?ggg?,sharp,ggggg,,,,
904,2023-12-09,shift,True,4,balky,?????,noire,??g??,chits,?ggyy,shift,ggggg,,,,
905,2023-12-10,chain,True,3,balky,?y???,irate,y?g??,chain,ggggg,,,,,,
906,2023-12-11,house,True,4,balky,?????,noire,?g??g,moose,?gygg,house,ggggg,,,,
907,2023-12-12,these,True,4,balky,?????,noire,????g,geese,?yggg,these,ggggg,,,,
908,2023-12-13,spent,True,5,balky,?????,noire,y???y,tenet,yyyyg,scent,g?ggg,spent,ggggg,,
909,2023-12-14,would,True,5,balky,??y??,liter,y????,cools,?gyg?,mould,?gggg,would,ggggg,,
910,2023-12-15,topic,True,5,balky,?????,noire,?gy??,comic,yg?gg,iodic,yg?gg,topic,ggggg,,
911,2023-12-16,globe,True,4,balky,y?y??,rebel,?yyyy,plebe,?gygg,globe,ggggg,,,,
912,2023-12-17,bacon,True,5,balky,gg???,barbs,gg?y?,banjo,ggy?y,baton,gg?gg,bacon,ggggg,,
913,2023-12-18,funny,False,6,balky,????g,deity,????g,corny,???gg,sunny,?gggg,punny,?gggg,gunny,?gggg
914,2023-12-19,table,True,4,balky,ygy??,lambs,yg?y?,cabal,?ggyy,table,ggggg,,,,
915,2023-12-20,small,True,4,balky,?yy??,alert,yy???,snail,g?g?g,small,ggggg,,,,
916,2023-12-21,built,True,3,balky,g?y??,boils,g?gg?,built,ggggg,,,,,,
917,2023-12-22,touch,True,4,balky,?????,noire,?g???,cooch,ygygg,touch,ggggg,,,,
918,2023-12-23,slope,True,5,balky,??y??,liter,y??y?,oleos,ygyyy,close,?ggyg,slope,ggggg,,
919,2023-12-24,grace,True,4,balky,?y???,irate,?gg?g,crane,ygg?g,grace,ggggg,,,,
920,2023-12-25,evoke,True,3,balky,???g?,cocks,?y?g?,evoke,ggggg,,,,,,
921,2023-12-26,phone,True,5,balky,?????,noire,yy??g,ozone,y?ggg,stone,??ggg,phone,ggggg,,
922,2023-12-27,daisy,True,4,balky,?g??g,party,?g??g,candy,?g?yg,daisy,ggggg,,,,
923,2023-12-28,learn,True,3,balky,?yy??,alert,yyyg?,learn,ggggg,,,,,,
924,2023-12-29,child,True,4,balky,??y??,liter,yy???,olios,?yg??,child,ggggg,,,,
925,2023-12-30,three,True,5,balky,?????,noire,???yg,cruse,?y??g,merge,?yg?g,three,ggggg,,
926,2023-12-31,salty,True,3,balky,?gg?g,pally,?ggyg,salty,ggggg,,,,,,
927,2024-01-01,mural,True,5,balky,?yy??,alert,yy?y?,liras,y?gg?,rural,ygggg,mural,ggggg,,
928,2024-01-02,aging,False,6,balky,?y???,irate,y?y??,assai,g??yy,anima,gyg?y,aping,g?ggg,acing,g?ggg
929,2024-01-03,twirl,True,4,balky,??y??,liter,yyy?y,trill,gygyg,twirl,ggggg,,,,
930,2024-01-04,scant,True,4,balky,?y???,irate,??gy?,chant,y?ggg,scant,ggggg,,,,
931,2024-01-05,lunge,True,4,balky,??y??,liter,g??y?,lodge,g??gg,lunge,ggggg,,,,
932,2024-01-06,cable,True,4,balky,ygy??,lambs,yg?y?,cabal,gggyy,cable,ggggg,,,,
933,2024-01-07,stony,True,3,balky,????g,deity,???yg,stony,ggggg,,,,,,
934,2024-01-08,final,True,4,balky,?yy??,alert,yy???,snail,?yyyg,final,ggggg,,,,
935,2024-01-09,liner,True,3,balky,??y??,liter,gg?gg,liner,ggggg,,,,,,
936,2024-01-10,threw,True,5,balky,?????,noire,???yy,crest,?yy?y,deter,?yygy,threw,ggggg,,
937,2024-01-11,brief,False,6,balky,g????,bocce,g???y,bebug,gyy??,breed,ggyg?,brier,ggggy,bries,gggg?
938,2024-01-12,route,True,4,balky,?????,noire,?g?yg,horse,?gy?g,route,ggggg,,,,
939,2024-01-13,heard,True,4,balky,?y???,irate,?yg?y,dears,yggg?,heard,ggggg,,,,
940,2024-01-14,doing,True,5,balky,?????,noire,ygg??,coins,?ggg?,point,?ggg?,doing,ggggg,,
941,2024-01-15,lunch,True,4,balky,??y??,liter,g????,lochs,g?yy?,lunch,ggggg,,,,
942,2024-01-16,blond,True,4,balky,g?y??,boils,gy?y?,blood,gggyg,blond,ggggg,,,,
943,2024-01-17,court,True,4,balky,?????,noire,?g?g?,moors,?gyg?,court,ggggg,,,,
944,2024-01-18,stole,True,4,balky,??y??,liter,y?yy?,stele,ggygg,stole,ggggg,,,,
945,2024-01-19,thing,True,4,balky,?????,noire,y?g??,chins,?ggg?,thing,ggggg,,,,
946,2024-01-20,large,True,4,balky,?gy??,carol,?gg?y,lards,ggg??,large,ggggg,,,,
947,2024-01-21,north,True,3,balky,?????,noire,gg?y?,north,ggggg,,,,,,
948,2024-01-22,tweak,True,4,balky,?y?y?,asker,y?yy?,knead,y?gg?,tweak,ggggg,,,,
949,2024-01-23,still,True,5,balky,??y??,liter,yyy??,toils,y?ggy,stilt,ggggy,still,ggggg,,
950,2024-01-24,relic,True,3,balky,??g??,cills,yygy?,relic,ggggg,,,,,,
951,2024-01-25,block,True,3,balky,g?yy?,blink,gg??g,block,ggggg,,,,,,
952,2024-01-26,aloof,True,5,balky,?yy??,alert,gg???,aloha,ggg?y,along,ggg??,aloof,ggggg,,
953,2024-01-27,snake,True,4,balky,?y?g?,peaks,?yggy,stake,g?ggg,snake,ggggg,,,,
954,2024-01-28,ember,True,4,balky,y????,tribe,?y?yy,robes,y?gg?,ember,ggggg,,,,
955,2024-01-29,leggy,True,5,balky,??y?g,coyly,??yyg,lefty,gg??g,leery,ggy?g,leggy,ggggg,,
956,2024-01-30,expel,True,5,balky,??y??,liter,y??g?,elves,gy?g?,excel,gg?gg,expel,ggggg,,
957,2024-01-31,bulky,True,2,balky,g?ggg,bulky,ggggg,,,,,,,,
958,2024-02-01,alive,True,5,balky,?yy??,alert,ggy??,aloes,gg?y?,algae,gg?yg,alive,ggggg,,
959,2024-02-02,cleft,True,5,balky,??y??,liter,y?yy?,stele,?ygyy,elect,yggyg,cleft,ggggg,,
960,2024-02-03,micro,True,3,balky,?????,noire,?yyg?,micro,ggggg,,,,,,
961,2024-02-04,verge,True,5,balky,?????,noire,???yg,cruse,?y??g,merge,?gggg,verge,ggggg,,
962,2024-02-05,repel,True,5,balky,??y??,liter,y??gy,morel,??ygg,revel,gg?gg,repel,ggggg,,
963,2024-02-06,which,True,4,balky,?????,noire,??g??,chits,ygg??,which,ggggg,,,,
964,2024-02-07,after,True,5,balky,?y???,irate,?yyyy,terra,yyyyy,aster,g?ggg,after,ggggg,,
965,2024-02-08,place,True,5,balky,?yy??,alert,ygy??,flame,?gg?g,plane,ggg?g,place,ggggg,,
966,2024-02-09,stiff,True,5,balky,?????,noire,??g??,chits,??gyy,twist,y?gyy,stiff,ggggg,,
967,2024-02-10,fried,False,6,balky,?????,noire,??gyy,cried,?gggg,tried,?gggg,dried,ygggg,pried,?gggg
968,2024-02-11,never,True,5,balky,?????,noire,g??yy,nerds,ggy??,newer,gg?gg,never,ggggg,,
969,2024-02-12,pasta,True,5,balky,?g???,carat,?g?yy,pants,gg?gy,paste,gggg?,pasta,ggggg,,
970,2024-02-13,scram,True,6,balky,?y???,irate,?yy??,sonar,g??gy,suras,g?ggy,scrap,gggg?,scram,ggggg
971,2024-02-14,talon,True,5,balky,?gg??,calla,?ggyy,paled,?gg??,malts,?ggy?,talon,ggggg,,
972,2024-02-15,ascot,True,4,balky,?y???,irate,??yy?,stoat,yyyyg,ascot,ggggg,,,,
973,2024-02-16,stash,True,4,balky,?y???,irate,??gy?,chant,?yg?y,stash,ggggg,,,,
974,2024-02-17,psalm,True,5,balky,?yy??,alert,yy???,snail,y?g?y,coals,??ggy,psalm,ggggg,,
975,2024-02-18,ridge,True,4,balky,?????,noire,??yyg,dirge,ygygg,ridge,ggggg,,,,
976,2024-02-19,price,True,4,balky,?????,noire,??gyg,prise,ggg?g,price,ggggg,,,,
977,2024-02-20,match,True,5,balky,?g???,carat,yg?yy,patch,?gggg,natch,?gggg,match,ggggg,,
978,2024-02-21,build,True,4,balky,g?y??,boils,g?gg?,built,gggg?,build,ggggg,,,,
979,2024-02-22,heavy,True,4,balky,?y??g,amity,y???g,heady,ggg?g,heavy,ggggg,,,,
980,2024-02-23,apart,True,5,balky,?y???,irate,?ygy?,chart,??ggg,swart,??ggg,apart,ggggg,,
981,2024-02-24,piper,False,6,balky,?????,noire,??yyy,riser,yg?gg,direr,?gygg,miter,?g?gg,fiver,?g?gg
982,2024-02-25,smith,True,4,balky,?????,noire,??g??,chits,?yggy,smith,ggggg,,,,
983,2024-02-26,often,True,5,balky,?????,noire,yy??y,tenon,yyyyg,outen,g?ggg,often,ggggg,,
984,2024-02-27,sense,True,5,balky,?????,noire,y???g,dense,?gggg,tense,?gggg,sense,ggggg,,
985,2024-02-28,devil,True,4,balky,??y??,liter,yy?y?,elide,yyyyy,devil,ggggg,,,,
986,2024-02-29,image,True,4,balky,?y???,irate,g?g?g,inane,g?g?g,image,ggggg,,,,
987,2024-03-01,forty,True,4,balky,????g,deity,???gg,fusty,g??gg,forty,ggggg,,,,
988,2024-03-02,urban,True,3,balky,yy???,rebar,y?ggy,urban,ggggg,,,,,,
989,2024-03-03,state,True,3,balky,?y???,irate,??ggg,state,ggggg,,,,,,
990,2024-03-04,flame,True,3,balky,?yy??,alert,ygy??,flame,ggggg,,,,,,
991,2024-03-05,hunch,True,6,balky,?????,noire,y????,stunt,??yy?,punch,?gggg,munch,?gggg,hunch,ggggg
992,2024-03-06,teary,True,4,balky,?y??g,amity,y??yg,toady,g?g?g,teary,ggggg,,,,
993,2024-03-07,clone,True,5,balky,??y??,liter,y??y?,oleos,ygyy?,elope,ygg?g,clone,ggggg,,
994,2024-03-08,early,True,3,balky,?gy?g,lardy,ygg?g,early,ggggg,,,,,,
995,2024-03-09,cheer,True,4,balky,?????,noire,???yy,crest,gyg??,cheer,ggggg,,,,
996,2024-03-10,grasp,True,5,balky,?y???,irate,?gg??,grand,ggg??,grass,ggggy,grasp,ggggg,,
997,2024-03-11,pesky,True,5,balky,???gg,cocky,???gg,dinky,???gg,jerky,?g?gg,pesky,ggggg,,
998,2024-03-12,heave,True,4,balky,?y???,irate,??g?g,cease,?gg?g,heave,ggggg,,,,
999,2024-03-13,local,True,5,balky,?yy??,alert,yy???,snail,??y?g,ducal,??ggg,local,ggggg,,
1000,2024-03-14,since,True,4,balky,?????,noire,y?y?g,hinge,?gg?g,since,ggggg,,,,
1001,2024-03-15,erupt,True,4,balky,?????,noire,???yy,crest,?gy?g,erupt,ggggg,,,,
1002,2024-03-16,toxin,True,4,balky,?????,noire,ygy??,conic,?gyg?,toxin,ggggg,,,,
1003,2024-03-17,snort,True,3,balky,?????,noire,yy?g?,snort,ggggg,,,,,,
1004,2024-03-18,spelt,True,4,balky,??y??,liter,y?yy?,stele,gyggy,spelt,ggggg,,,,
1005,2024-03-19,abide,True,4,balky,yy???,rebar,?yyy?,abate,ggy?g,abide,ggggg,,,,
1006,2024-03-20,lingo,True,3,balky,??y??,liter,gg???,lingo,ggggg,,,,,,
1007,2024-03-21,shade,True,4,balky,?y???,irate,??g?g,cease,?ygyg,shade,ggggg,,,,
1008,2024-03-22,decay,True,4,balky,?y??g,amity,y???g,heady,?gyyg,decay,ggggg,,,,
1009,2024-03-23,risen,True,4,balky,?????,noire,y?yyy,inter,yy?gy,risen,ggggg,,,,
1010,2024-03-24,towel,True,4,balky,??y??,liter,y?yg?,sleet,?yygy,towel,ggggg,,,,
1011,2024-03-25,sally,True,5,balky,?gg?g,pally,?gggg,rally,?gggg,tally,?gggg,sally,ggggg,,
1012,2024-03-26,mayor,True,4,balky,?g??y,yards,ygy??,payer,?gg?g,mayor,ggggg,,,,
1013,2024-03-27,stung,True,5,balky,?????,noire,y????,stunt,ggggy,stuns,ggggy,stung,ggggg,,
1014,2024-03-28,speak,True,5,balky,?y?y?,asker,yyyy?,skate,gyy?y,sneak,g?ggg,speak,ggggg,,
1015,2024-03-29,realm,True,5,balky,?yy??,alert,yyyy?,renal,gg?yy,reals,gggg?,realm,ggggg,,
1016,2024-03-30,force,True,5,balky,?????,noire,?g?yg,horse,?gg?g,torte,?gg?g,force,ggggg,,
1017,2024-03-31,taboo,True,3,balky,yg???,carob,?g?gy,taboo,ggggg,,,,,,
1018,2024-04-01,frond,True,5,balky,?????,noire,yy?y?,croon,?ggyy,front,gggg?,frond,ggggg,,
1019,2024-04-02,serum,True,5,balky,?????,noire,???yy,crest,?yyy?,seder,gg?yy,serum,ggggg,,
1020,2024-04-03,plait,True,4,balky,?yy??,alert,yg??g,slant,?gg?g,plait,ggggg,,,,
